id,name,symbol,slug,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,quote
2914,BeeKan,BKBT,beekan,,10000000000,,2018-07-10T00:00:00.000Z,5,1824,2018-10-04T07:42:46.000Z,"{'USD': {'price': 0.00116132775458, 'volume_24h': 8577.47345120577, 'percent_change_1h': -0.594942, 'percent_change_24h': 4.42708, 'percent_change_7d': -10.1071, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
2383,Jingtum Tech,SWTC,jingtum-tech,,599999999999.461,0,2018-01-12T00:00:00.000Z,1,1825,2018-10-04T07:42:38.000Z,"{'USD': {'price': 0.00172774446808, 'volume_24h': 8281.64766343269, 'percent_change_1h': -0.0494928, 'percent_change_24h': -3.01763, 'percent_change_7d': 9.9942, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
1135,ClubCoin,CLUB,clubcoin,,100848139.520218,160000000,2015-12-21T00:00:00.000Z,1,1826,2018-10-04T07:42:27.000Z,"{'USD': {'price': 0.437515165034, 'volume_24h': 7767.22426224571, 'percent_change_1h': -1.0246, 'percent_change_24h': 1.88258, 'percent_change_7d': 1.44763, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:27.000Z'}}"
2266,COMSA [XEM],CMS,comsa-xem,,,,2017-12-13T00:00:00.000Z,1,1827,2018-10-04T07:42:35.000Z,"{'USD': {'price': 0.098907317584, 'volume_24h': 7747.46837352895, 'percent_change_1h': 0.0740644, 'percent_change_24h': 1.57835, 'percent_change_7d': 3.72726, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
2262,COMSA [ETH],CMS,comsa-eth,,219042298,,2017-12-13T00:00:00.000Z,4,1828,2018-10-04T07:42:38.000Z,"{'USD': {'price': 0.0973536290046, 'volume_24h': 6891.2224547432, 'percent_change_1h': 0.395771, 'percent_change_24h': -0.00505736, 'percent_change_7d': 1.08219, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
3141,Blockpass,PASS,blockpass,,1000000000,,2018-08-10T00:00:00.000Z,3,1829,2018-10-04T07:42:49.000Z,"{'USD': {'price': 0.00650262743408, 'volume_24h': 6860.26485328294, 'percent_change_1h': -0.0587504, 'percent_change_24h': -0.0980574, 'percent_change_7d': 7.44338, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
3297,Gene Source Code Chain,GENE,gene-source-code-chain,,2000000000,,2018-09-14T00:00:00.000Z,3,1830,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.00584579638013, 'volume_24h': 5802.5493589644, 'percent_change_1h': -0.43124, 'percent_change_24h': 1.52001, 'percent_change_7d': -1.03197, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3251,ParkinGo,GOT,parkingo,,94808613.2074404,,2018-09-06T00:00:00.000Z,3,1831,2018-10-04T07:42:49.000Z,"{'USD': {'price': 0.585356613169, 'volume_24h': 5602.83283300846, 'percent_change_1h': -0.0164921, 'percent_change_24h': -1.59018, 'percent_change_7d': -2.3809, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
3268,DarexTravel,DART,darextravel,,100024948990,,2018-09-11T00:00:00.000Z,3,1832,2018-10-04T07:42:50.000Z,"{'USD': {'price': 4.3009057553e-06, 'volume_24h': 5016.89991831331, 'percent_change_1h': 0.0981552, 'percent_change_24h': 25.392, 'percent_change_7d': -60.8342, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3301,Invictus Hyperion Fund,IHF,invictus-hyperion-fund,,122852180.113874,,2018-09-17T00:00:00.000Z,3,1833,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0476920427793, 'volume_24h': 4793.75844389654, 'percent_change_1h': -7.96376, 'percent_change_24h': -5.43149, 'percent_change_7d': 7.14185, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2647,SnipCoin,SNIP,snipcoin,,10000000000,,2018-04-17T00:00:00.000Z,1,1834,2018-10-04T07:42:43.000Z,"{'USD': {'price': 0.000313926985726, 'volume_24h': 4536.71543452098, 'percent_change_1h': -0.273469, 'percent_change_24h': 0.945346, 'percent_change_7d': 3.56009, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:43.000Z'}}"
3162,YoloCash,YLC,yolocash,,48888888,,2018-08-13T00:00:00.000Z,2,1835,2018-10-04T07:42:49.000Z,"{'USD': {'price': 0.000533638851948, 'volume_24h': 4370.10509980313, 'percent_change_1h': -0.272502, 'percent_change_24h': -7.56985, 'percent_change_7d': -34.299, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
2165,ERC20,ERC20,erc20,,13000000000,,2017-11-09T00:00:00.000Z,5,1836,2018-10-04T07:42:35.000Z,"{'USD': {'price': 0.216823659222, 'volume_24h': 4134.36701412105, 'percent_change_1h': -3.54905, 'percent_change_24h': -9.99225, 'percent_change_7d': -22.9918, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
1871,First Bitcoin Capital,BITCF,first-bitcoin-capital,,3415923.19,,2017-08-09T00:00:00.000Z,2,1837,2018-10-04T07:42:35.000Z,"{'USD': {'price': 0.027783953582, 'volume_24h': 4075.7728508219, 'percent_change_1h': -0.0587994, 'percent_change_24h': 1.35749, 'percent_change_7d': -3.72443, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
2911,ORS Group,ORS,ors-group,,557670519.646,,2018-07-10T00:00:00.000Z,3,1838,2018-10-04T07:42:43.000Z,"{'USD': {'price': 0.0257905497885, 'volume_24h': 3744.22836138723, 'percent_change_1h': -0.0565141, 'percent_change_24h': 6.07029, 'percent_change_7d': 2.50033, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:43.000Z'}}"
1264,TeslaCoilCoin,TESLA,teslacoilcoin,,100000000,,2016-05-24T00:00:00.000Z,1,1839,2018-10-04T07:42:27.000Z,"{'USD': {'price': 0.348120458592, 'volume_24h': 3609.73939508715, 'percent_change_1h': -0.0587214, 'percent_change_24h': 10.4203, 'percent_change_7d': -21.494, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:27.000Z'}}"
3373,Bethereum,BETHER,bethereum,,1000000000,,2018-10-02T00:00:00.000Z,1,1840,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.00547129889407, 'volume_24h': 3434.96811107408, 'percent_change_1h': -0.680479, 'percent_change_24h': -0.952988, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3358,Helper Search Token,HSN,helper-search-token,,10000000000,,2018-09-29T00:00:00.000Z,3,1841,2018-10-04T07:42:50.000Z,"{'USD': {'price': 9.81006868539e-06, 'volume_24h': 3373.24404690735, 'percent_change_1h': 0.841319, 'percent_change_24h': -4.34939, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2515,ACChain,ACC,acchain,,,,2018-02-10T00:00:00.000Z,1,1842,2018-10-04T07:42:38.000Z,"{'USD': {'price': 0.157639452947, 'volume_24h': 3298.86881081091, 'percent_change_1h': 6.67448, 'percent_change_24h': -10.3162, 'percent_change_7d': 428.609, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
3204,Rubex Money,RBMC,rubex-money,,32394719.56,80000000,2018-08-22T00:00:00.000Z,1,1843,2018-10-04T07:42:49.000Z,"{'USD': {'price': 0.0012479790025, 'volume_24h': 3164.16487316075, 'percent_change_1h': -0.058807, 'percent_change_24h': 2.5921, 'percent_change_7d': 18.9491, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
2973,empowr coin,EMPR,empowr-coin,,751122980,,2018-07-25T00:00:00.000Z,1,1844,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.00715080804347, 'volume_24h': 2886.95515638836, 'percent_change_1h': 3.4803, 'percent_change_24h': 11.4038, 'percent_change_7d': 472.863, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
3328,CMITCOIN,CMIT,cmitcoin,,50000000000,,2018-09-21T00:00:00.000Z,6,1845,2018-10-04T07:42:50.000Z,"{'USD': {'price': 5.02231011262e-05, 'volume_24h': 2882.07883787367, 'percent_change_1h': -0.234267, 'percent_change_24h': -8.30663, 'percent_change_7d': -34.6297, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3300,BFFDoom,BFF,bffdoom,,16000000000,,2018-09-17T00:00:00.000Z,4,1846,2018-10-04T07:42:50.000Z,"{'USD': {'price': 4.51060322688e-06, 'volume_24h': 2853.77365553819, 'percent_change_1h': 99.2306, 'percent_change_24h': -9.71733, 'percent_change_7d': -55.9297, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2485,Candy,CANDY,candy,,1000000000000,,2018-01-30T00:00:00.000Z,2,1847,2018-10-04T07:42:38.000Z,"{'USD': {'price': 5.83007259205e-05, 'volume_24h': 2748.90266404149, 'percent_change_1h': 3.71559, 'percent_change_24h': -2.11116, 'percent_change_7d': -3.64696, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
3336,IQeon,IQN,iqeon,,5491860.1987553,,2018-09-24T00:00:00.000Z,7,1848,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.237955057635, 'volume_24h': 2467.31898975515, 'percent_change_1h': -0.143145, 'percent_change_24h': 2.32085, 'percent_change_7d': 11.1122, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
2905,Qurito,QURO,qurito,,86939132,,2018-08-08T00:00:00.000Z,4,1849,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.010505664113, 'volume_24h': 2132.20149808784, 'percent_change_1h': 46.8959, 'percent_change_24h': 11.7829, 'percent_change_7d': 16.0879, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
3382,CARDbuyers,BCARD,cardbuyers,,6962049.16530709,,2018-10-03T00:00:00.000Z,2,1850,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.0199899271652, 'volume_24h': 2065.96528917416, 'percent_change_1h': -0.0509472, 'percent_change_24h': None, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
1843,EmberCoin,EMB,embercoin,,861773921917,,2017-07-27T00:00:00.000Z,4,1851,2018-10-04T07:42:34.000Z,"{'USD': {'price': 1.27473420771e-07, 'volume_24h': 1899.42953121793, 'percent_change_1h': 1.18089, 'percent_change_24h': -23.0888, 'percent_change_7d': 5.35804, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:34.000Z'}}"
2353,CryptopiaFeeShares,CEFS,cryptopiafeeshares,,6300,,2018-01-09T00:00:00.000Z,3,1852,2018-10-04T07:42:37.000Z,"{'USD': {'price': 885.561870766, 'volume_24h': 1845.95519891005, 'percent_change_1h': 1.34865, 'percent_change_24h': 2.39954, 'percent_change_7d': 5.61064, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:37.000Z'}}"
3135,CEDEX Coin,CEDEX,cedex-coin,,80525599,,2018-08-10T00:00:00.000Z,1,1853,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.11099561281, 'volume_24h': 1797.80544123531, 'percent_change_1h': -0.273334, 'percent_change_24h': 2.99125, 'percent_change_7d': 24.7132, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
1542,Golos Gold,GBG,golos-gold,,,,2017-02-13T00:00:00.000Z,3,1854,2018-10-04T07:42:24.000Z,"{'USD': {'price': 0.0216047342311, 'volume_24h': 1764.16775250577, 'percent_change_1h': -0.155814, 'percent_change_24h': 0.309146, 'percent_change_7d': -7.98265, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:24.000Z'}}"
1348,President Trump,PRES,president-trump,,57968072167,,2016-08-15T00:00:00.000Z,2,1855,2018-10-04T07:42:27.000Z,"{'USD': {'price': 0.00438090905267, 'volume_24h': 1600.75262167192, 'percent_change_1h': -0.0587268, 'percent_change_24h': 6.64141, 'percent_change_7d': 14.6225, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:27.000Z'}}"
3221,ABLE,ABLX,able,,24000000000,,2018-08-23T00:00:00.000Z,1,1856,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.000829664176666, 'volume_24h': 1594.72024353897, 'percent_change_1h': -0.33631, 'percent_change_24h': 37.7882, 'percent_change_7d': -1.5854, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
1164,Francs,FRN,francs,,6473991.31823626,,2016-01-31T00:00:00.000Z,2,1857,2018-10-04T07:42:25.000Z,"{'USD': {'price': 0.00460928903677, 'volume_24h': 1508.03685370091, 'percent_change_1h': -13.9862, 'percent_change_24h': -25.1257, 'percent_change_7d': -26.7047, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:25.000Z'}}"
3007,Haracoin,HRC,haracoin,,9888789342.57996,,2018-08-01T00:00:00.000Z,1,1858,2018-10-04T07:42:43.000Z,"{'USD': {'price': 0.0205588119886, 'volume_24h': 1501.52505064191, 'percent_change_1h': -0.0588436, 'percent_change_24h': -14.6843, 'percent_change_7d': -30.2711, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:43.000Z'}}"
3137,KARMA,KARMA,karma-eos,,9469148945.4075,,2018-08-10T00:00:00.000Z,2,1859,2018-10-04T07:42:48.000Z,"{'USD': {'price': 0.000792369479578, 'volume_24h': 1433.54198153023, 'percent_change_1h': -0.0344654, 'percent_change_24h': 0.632875, 'percent_change_7d': 5.82275, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
3294,Bitcoin Adult,BTAD,bitcoin-adult,,22395572.5628958,,2018-09-14T00:00:00.000Z,2,1860,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0198509260168, 'volume_24h': 1374.59836119295, 'percent_change_1h': 0.291308, 'percent_change_24h': -3.20196, 'percent_change_7d': -25.8848, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3107,BingoCoin,BOC,bingocoin,,2000000000,,2018-08-08T00:00:00.000Z,1,1861,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.0411311621369, 'volume_24h': 1349.45996346083, 'percent_change_1h': 18.2924, 'percent_change_24h': -3.035, 'percent_change_7d': -4.85123, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
3348,MNPCoin,MNP,mnpcoin,,3830048.01003113,,2018-09-25T00:00:00.000Z,2,1862,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.348448874119, 'volume_24h': 1315.82960665454, 'percent_change_1h': -0.0587859, 'percent_change_24h': 1.8559, 'percent_change_7d': -3.18554, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
1631,Internet of Things,XOT,internet-of-things,,21000000,21000000,2017-04-17T00:00:00.000Z,2,1863,2018-10-04T07:42:24.000Z,"{'USD': {'price': 41.863521322, 'volume_24h': 1297.83786550956, 'percent_change_1h': -0.058677, 'percent_change_24h': 1.83671, 'percent_change_7d': -44.0265, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:24.000Z'}}"
2779,Level Up Coin,LUC,level-up,,1308800000,,2018-05-28T00:00:00.000Z,7,1864,2018-10-04T07:42:39.000Z,"{'USD': {'price': 0.00207697948384, 'volume_24h': 1265.42666449198, 'percent_change_1h': 6.11705, 'percent_change_24h': 12.3556, 'percent_change_7d': 3.15634, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:39.000Z'}}"
3205,VeriDocGlobal,VDG,veridocglobal,,50000000000,,2018-08-22T00:00:00.000Z,3,1865,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0058453122127, 'volume_24h': 1256.55117332426, 'percent_change_1h': 2.81036, 'percent_change_24h': 4.16914, 'percent_change_7d': 1.06733, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
1352,President Johnson,GARY,president-johnson,,57968072167.4308,,2016-08-19T00:00:00.000Z,2,1866,2018-10-04T07:42:31.000Z,"{'USD': {'price': 0.00788197264737, 'volume_24h': 1251.5097978308, 'percent_change_1h': -0.0587158, 'percent_change_24h': -11.4463, 'percent_change_7d': -24.3864, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
3254,Mirai,MRI,mirai,,2288965.28634099,,2018-09-07T00:00:00.000Z,6,1867,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.0669869316497, 'volume_24h': 1234.62236451418, 'percent_change_1h': -9.98034, 'percent_change_24h': 5.47985, 'percent_change_7d': -18.5211, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
3059,EscrowCoin,ESCO,escrowcoin,,3328745,,2018-08-06T00:00:00.000Z,1,1868,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.166506672176, 'volume_24h': 1168.08844435935, 'percent_change_1h': 0.099297, 'percent_change_24h': -7.92176, 'percent_change_7d': 9.03574, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
2609,Lendroid Support Token,LST,lendroid-support-token,,1210071487.342,,2018-03-25T00:00:00.000Z,1,1869,2018-10-04T07:42:42.000Z,"{'USD': {'price': 0.00138127873719, 'volume_24h': 1156.61351721257, 'percent_change_1h': -1.76211, 'percent_change_24h': 4.73708, 'percent_change_7d': -24.5656, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:42.000Z'}}"
3042,IDOL COIN,IDOL,idol-coin,,77700000000,,2018-08-01T00:00:00.000Z,2,1870,2018-10-04T07:42:47.000Z,"{'USD': {'price': 6.58723049107e-05, 'volume_24h': 1140.67983265858, 'percent_change_1h': 0.0453176, 'percent_change_24h': 1.76046, 'percent_change_7d': -37.0109, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
3180,Compound Coin,COMP,compound-coin,,14331435076.4423,,2018-08-16T00:00:00.000Z,5,1871,2018-10-04T07:42:46.000Z,"{'USD': {'price': 4.21359890649e-05, 'volume_24h': 1117.15935937661, 'percent_change_1h': 3.03256, 'percent_change_24h': 4.80962, 'percent_change_7d': -11.63, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
3377,GenesisX,XGS,genesisx,,4523750.04973686,19000000,2018-10-03T00:00:00.000Z,2,1872,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0219391948504, 'volume_24h': 1102.95628885265, 'percent_change_1h': 12.046, 'percent_change_24h': None, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2942,Aegeus,AEG,aegeus,,29993552.6218416,,2018-07-17T00:00:00.000Z,4,1873,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.0103365748289, 'volume_24h': 1071.41121374731, 'percent_change_1h': -0.160419, 'percent_change_24h': -8.65731, 'percent_change_7d': -9.21778, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
3177,Seal Network,SEAL,seal-network,,1200000000,,2018-08-16T00:00:00.000Z,1,1874,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.00325138663787, 'volume_24h': 1052.89616193025, 'percent_change_1h': 5.24268, 'percent_change_24h': 13.6767, 'percent_change_7d': 5.98452, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
2654,Budbo,BUBO,budbo,,200000000,,2018-04-20T00:00:00.000Z,5,1875,2018-10-04T07:42:42.000Z,"{'USD': {'price': 0.00721358612411, 'volume_24h': 961.110395571086, 'percent_change_1h': -0.207517, 'percent_change_24h': -5.05361, 'percent_change_7d': -16.0864, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:42.000Z'}}"
2519,Indicoin,INDI,indicoin,,360000000,,2018-02-10T00:00:00.000Z,1,1876,2018-10-04T07:42:40.000Z,"{'USD': {'price': 0.0105092968632, 'volume_24h': 956.083282126022, 'percent_change_1h': -0.0586736, 'percent_change_24h': 16.3848, 'percent_change_7d': -25.5829, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:40.000Z'}}"
3288,Digital Asset Exchange Token,DAXT,digital-asset-exchange-token,,112516628,,2018-09-14T00:00:00.000Z,3,1877,2018-10-04T07:42:48.000Z,"{'USD': {'price': 0.0289709528633, 'volume_24h': 941.553402545719, 'percent_change_1h': -0.120139, 'percent_change_24h': 9.32601, 'percent_change_7d': -7.8408, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
2984,Newton Coin Project,NCP,newton-coin-project,,57051008883.5716,184470000000,2018-07-27T00:00:00.000Z,7,1878,2018-10-04T07:42:46.000Z,"{'USD': {'price': 4.21280715517e-06, 'volume_24h': 940.540701701893, 'percent_change_1h': 0.022844, 'percent_change_24h': 13.1591, 'percent_change_7d': -8.66844, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
3183,SecureCloudCoin,SC2,securecloudcoin,,13534379.8920893,,2018-08-16T00:00:00.000Z,1,1879,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.00387530321829, 'volume_24h': 876.00329390911, 'percent_change_1h': -0.0587595, 'percent_change_24h': 2.85775, 'percent_change_7d': -46.9833, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
2834,ContractNet,CNET,contractnet,,23000000,,2018-05-31T00:00:00.000Z,5,1880,2018-10-04T07:42:46.000Z,"{'USD': {'price': 0.0143301850029, 'volume_24h': 843.096027293657, 'percent_change_1h': -0.0608949, 'percent_change_24h': 3.87617, 'percent_change_7d': 7.74157, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
3092,Nuggets,NUG,nuggets,,10000000000,,2018-08-07T00:00:00.000Z,1,1881,2018-10-04T07:42:48.000Z,"{'USD': {'price': 0.000672700683698, 'volume_24h': 842.961226741477, 'percent_change_1h': -0.273416, 'percent_change_24h': -3.68153, 'percent_change_7d': -24.3407, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
1497,Fargocoin,FRGC,fargocoin,,529388114.300504,,2017-01-04T00:00:00.000Z,3,1882,2018-10-04T07:42:32.000Z,"{'USD': {'price': 0.0990133235011, 'volume_24h': 813.538126397076, 'percent_change_1h': -7.30059, 'percent_change_24h': -6.38186, 'percent_change_7d': -15.1329, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:32.000Z'}}"
2700,Celsius,CEL,celsius,,700000000,,2018-05-18T00:00:00.000Z,1,1883,2018-10-04T07:42:46.000Z,"{'USD': {'price': 0.0574817994964, 'volume_24h': 767.054556742683, 'percent_change_1h': -0.273454, 'percent_change_24h': 1.20341, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
3053,YOU COIN,YOU,you-coin,,2736000000,,2018-08-01T00:00:00.000Z,2,1884,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.00700435343447, 'volume_24h': 739.025862418364, 'percent_change_1h': -0.126521, 'percent_change_24h': -1.81228, 'percent_change_7d': 4.43746, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2185,Lethean,LTHN,lethean,,430625519.03,999481516,2017-11-16T00:00:00.000Z,2,1885,2018-10-04T07:42:27.000Z,"{'USD': {'price': 0.00118229589711, 'volume_24h': 738.862370670221, 'percent_change_1h': -4.08918, 'percent_change_24h': 6.91724, 'percent_change_7d': -3.90409, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:27.000Z'}}"
2046,Bastonet,BSN,bastonet,,50000000,,2017-10-13T00:00:00.000Z,2,1886,2018-10-04T07:42:35.000Z,"{'USD': {'price': 1.47521067399e-05, 'volume_24h': 715.49200199449, 'percent_change_1h': 0.0131529, 'percent_change_24h': 16.3615, 'percent_change_7d': -21.3548, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
3118,Graviocoin,GIO,graviocoin,,839703387.550934,,2018-08-07T00:00:00.000Z,5,1887,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.000440307550905, 'volume_24h': 703.818743496211, 'percent_change_1h': 0.101369, 'percent_change_24h': 3.21875, 'percent_change_7d': -5.10082, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
2755,Hero,HERO,hero,,14765425.2487157,,2018-05-22T00:00:00.000Z,2,1888,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.0472933801019, 'volume_24h': 644.987121422708, 'percent_change_1h': -0.0742749, 'percent_change_24h': -14.6995, 'percent_change_7d': -22.1077, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
3208,YUKI,YUKI,yuki,,20000000000,,2018-08-23T00:00:00.000Z,4,1889,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.000118005485289, 'volume_24h': 631.319631809604, 'percent_change_1h': -0.071568, 'percent_change_24h': 15.9946, 'percent_change_7d': 52.2922, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3198,KingXChain,KXC,kingxchain,,8850000000,,2018-08-22T00:00:00.000Z,3,1890,2018-10-04T07:42:47.000Z,"{'USD': {'price': 1.22374505666e-05, 'volume_24h': 584.587081063911, 'percent_change_1h': -0.227465, 'percent_change_24h': 9.50546, 'percent_change_7d': -11.7921, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
3274,Carboneum [C8] Token,C8,carboneum-c8-token,,131456405.870744,,2018-09-12T00:00:00.000Z,2,1891,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.00586946458298, 'volume_24h': 521.750764404695, 'percent_change_1h': -0.274094, 'percent_change_24h': -21.2409, 'percent_change_7d': -4.31999, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
3136,MEET.ONE,MEETONE,meetone,,7500000000,,2018-08-10T00:00:00.000Z,4,1892,2018-10-04T07:42:48.000Z,"{'USD': {'price': 0.0024086830469, 'volume_24h': 440.687319243445, 'percent_change_1h': -2.32633, 'percent_change_24h': -8.6826, 'percent_change_7d': -7.02495, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
3379,Wisepass,PASS,wisepass,,1000000000,,2018-10-03T00:00:00.000Z,1,1893,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.00871820086072, 'volume_24h': 414.758866667786, 'percent_change_1h': -0.273437, 'percent_change_24h': None, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
3185,TWIST,TWIST,twist,,213111217.1098,,2018-08-20T00:00:00.000Z,2,1894,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.00203617626724, 'volume_24h': 395.892226582983, 'percent_change_1h': -0.0587554, 'percent_change_24h': -12.7778, 'percent_change_7d': -25.3193, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
3043,PitisCoin,PTS,pitiscoin,,1000000000,,2018-08-03T00:00:00.000Z,2,1895,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.000853880370132, 'volume_24h': 393.730281513463, 'percent_change_1h': -9.35502, 'percent_change_24h': -6.61659, 'percent_change_7d': -17.2114, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
1753,Antimatter,ANTX,antimatter,,,,2017-06-25T00:00:00.000Z,1,1896,2018-10-04T07:42:31.000Z,"{'USD': {'price': 6.56831053948e-05, 'volume_24h': 378.071363504249, 'percent_change_1h': -0.0587496, 'percent_change_24h': -3.5206, 'percent_change_7d': 1.40486, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
