id,name,symbol,slug,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,quote
3188,SuperEdge,ECT,superedge,,2000000000,,2018-08-20T00:00:00.000Z,1,1897,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.000116847458246, 'volume_24h': 369.774414737553, 'percent_change_1h': -0.0495059, 'percent_change_24h': -1.07617, 'percent_change_7d': 22.1889, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
3346,Vestoria,VSTR,vestoria,,10000000000,,2018-09-25T00:00:00.000Z,2,1898,2018-10-04T07:42:49.000Z,"{'USD': {'price': 2.24233561233e-06, 'volume_24h': 366.621872615198, 'percent_change_1h': -0.273342, 'percent_change_24h': -44.1426, 'percent_change_7d': -75.7388, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
2140,SONO,SONO,altcommunity-coin,,713779,,2017-11-02T00:00:00.000Z,1,1899,2018-10-04T07:42:41.000Z,"{'USD': {'price': 0.101808813362, 'volume_24h': 308.091283391938, 'percent_change_1h': -0.0587554, 'percent_change_24h': -30.218, 'percent_change_7d': -3.40874, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:41.000Z'}}"
2131,iBTC,IBTC,ibtc,,21000000,,2018-10-01T00:00:00.000Z,3,1900,2018-10-04T07:42:37.000Z,"{'USD': {'price': 0.00842762778894, 'volume_24h': 306.421141090235, 'percent_change_1h': -0.250102, 'percent_change_24h': -23.8981, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:37.000Z'}}"
3338,PAXEX,PAXEX,paxex,,13201357.1400374,,2018-09-24T00:00:00.000Z,3,1901,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.00866983979138, 'volume_24h': 304.632922489327, 'percent_change_1h': -0.05885, 'percent_change_24h': 5.39465, 'percent_change_7d': -21.7314, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
1835,Royalties,XRY,royalties,,18446748239.031,,2017-07-24T00:00:00.000Z,2,1902,2018-10-04T07:42:31.000Z,"{'USD': {'price': 7.73155346056e-06, 'volume_24h': 281.086062599075, 'percent_change_1h': -7.8162, 'percent_change_24h': -56.1418, 'percent_change_7d': -52.5074, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
3176,Alttex,ALTX,alttex,,50000000,,2018-08-16T00:00:00.000Z,1,1903,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.00239548720191, 'volume_24h': 255.978011121209, 'percent_change_1h': -0.273493, 'percent_change_24h': 2.38745, 'percent_change_7d': -5.12405, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2059,BitSoar,BSR,bitsoar,,3690117191.27397,,2017-10-17T00:00:00.000Z,1,1904,2018-10-04T07:42:37.000Z,"{'USD': {'price': 6.56831053948e-05, 'volume_24h': 253.518921019079, 'percent_change_1h': -0.0587496, 'percent_change_24h': 1.94539, 'percent_change_7d': 1.40486, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:37.000Z'}}"
1863,Minex,MINEX,minex,,30000000,,2017-08-07T00:00:00.000Z,3,1905,2018-10-04T07:42:24.000Z,"{'USD': {'price': 0.0063055781179, 'volume_24h': 251.719685345169, 'percent_change_1h': -0.0587528, 'percent_change_24h': 22.204, 'percent_change_7d': 62.1524, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:24.000Z'}}"
3152,Obitan Chain,OBTC,obitan-chain,,20312999998,,2018-08-10T00:00:00.000Z,2,1906,2018-10-04T07:42:48.000Z,"{'USD': {'price': 2.24233561233e-06, 'volume_24h': 226.655283693849, 'percent_change_1h': -0.273342, 'percent_change_24h': 2.38743, 'percent_change_7d': 0.036939, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
3367,CryptalDash,CRD,cryptaldash,,1000000000,,2018-10-02T00:00:00.000Z,1,1907,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0127425224466, 'volume_24h': 217.891352810244, 'percent_change_1h': 21.1789, 'percent_change_24h': -1.21842, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
1971,iQuant,IQT,iquant,,100000000,,2017-09-19T00:00:00.000Z,3,1908,2018-10-04T07:42:35.000Z,"{'USD': {'price': 0.00663399364487, 'volume_24h': 216.939008788084, 'percent_change_1h': -0.0587489, 'percent_change_24h': -24.9233, 'percent_change_7d': -39.1226, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
3381,Civitas,CIV,civitas,,4101937.89148005,,2018-10-03T00:00:00.000Z,2,1909,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0653973794165, 'volume_24h': 216.736316314912, 'percent_change_1h': 0.00126829, 'percent_change_24h': None, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
549,Storjcoin X,SJCX,storjcoin-x,,500000000,,2014-08-20T00:00:00.000Z,1,1910,2018-10-04T07:42:20.000Z,"{'USD': {'price': 0.236327219006, 'volume_24h': 184.311598102777, 'percent_change_1h': 0.0740563, 'percent_change_24h': -3.92951, 'percent_change_7d': -10.7924, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:20.000Z'}}"
1695,ZenGold,ZENGOLD,zengold,,,,2017-05-30T00:00:00.000Z,2,1911,2018-10-04T07:42:29.000Z,"{'USD': {'price': 0.00550598622318, 'volume_24h': 177.729222292841, 'percent_change_1h': -0.596503, 'percent_change_24h': -37.0978, 'percent_change_7d': -2.88204, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:29.000Z'}}"
2350,GameChain System,GCS,gamechain,,2100000000,,2018-01-09T00:00:00.000Z,2,1912,2018-10-04T07:42:38.000Z,"{'USD': {'price': 0.00129331137364, 'volume_24h': 172.723141125193, 'percent_change_1h': -0.117541, 'percent_change_24h': -9.14771, 'percent_change_7d': -16.6597, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
2919,DWS,DWS,dws,,500000000,,2018-07-12T00:00:00.000Z,4,1913,2018-10-04T07:42:42.000Z,"{'USD': {'price': 0.00734035951127, 'volume_24h': 153.679134172904, 'percent_change_1h': -0.110189, 'percent_change_24h': 11.4699, 'percent_change_7d': -11.3673, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:42.000Z'}}"
150,Animecoin,ANI,animecoin,,,,2014-02-28T00:00:00.000Z,1,1914,2018-10-04T07:43:08.000Z,"{'USD': {'price': 0.00347944618212, 'volume_24h': 144.437950547842, 'percent_change_1h': -0.109203, 'percent_change_24h': -5.36405, 'percent_change_7d': 6.08982, 'market_cap': 0, 'last_updated': '2018-10-04T07:43:08.000Z'}}"
1728,Cheapcoin,CHEAP,cheapcoin,,,,2017-06-19T00:00:00.000Z,1,1915,2018-10-04T07:42:32.000Z,"{'USD': {'price': 6.56831053948e-05, 'volume_24h': 140.649138391841, 'percent_change_1h': -0.0587496, 'percent_change_24h': 1.83669, 'percent_change_7d': -43.9224, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:32.000Z'}}"
3212,CottonCoin,COTN,cottoncoin,,5268146.16511292,,2018-08-22T00:00:00.000Z,2,1916,2018-10-04T07:42:46.000Z,"{'USD': {'price': 0.0206901781993, 'volume_24h': 137.321763638753, 'percent_change_1h': -0.0587138, 'percent_change_24h': -27.6594, 'percent_change_7d': -55.1888, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
2689,Rublix,RBLX,rublix,,100000000,,2018-04-30T00:00:00.000Z,1,1917,2018-10-04T07:42:42.000Z,"{'USD': {'price': 0.143723467168, 'volume_24h': 136.31976073167, 'percent_change_1h': -0.160375, 'percent_change_24h': 1.82388, 'percent_change_7d': 237.325, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:42.000Z'}}"
2639,Arbitracoin,ATC,arbitracoin,,131901470.200962,,2018-04-16T00:00:00.000Z,1,1918,2018-10-04T07:42:41.000Z,"{'USD': {'price': 0.00170776074026, 'volume_24h': 127.995011911183, 'percent_change_1h': -0.0587711, 'percent_change_24h': -7.54059, 'percent_change_7d': -53.932, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:41.000Z'}}"
918,Bubble,BUB,bubble,,768753,,2015-05-07T00:00:00.000Z,1,1919,2018-10-04T07:42:29.000Z,"{'USD': {'price': 0.00656831053948, 'volume_24h': 112.33518783243, 'percent_change_1h': -0.0587496, 'percent_change_24h': 13.1519, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:29.000Z'}}"
1851,ERA,ERA,blakestar,,6022910,240000000,2017-07-31T00:00:00.000Z,3,1920,2018-10-04T07:42:34.000Z,"{'USD': {'price': 0.00446598343712, 'volume_24h': 107.381462270401, 'percent_change_1h': 21.3534, 'percent_change_24h': 8.19614, 'percent_change_7d': 43.6819, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:34.000Z'}}"
3173,Trendercoin,TDC,trendercoin,,1000000000,,2018-08-14T00:00:00.000Z,1,1921,2018-10-04T07:42:50.000Z,"{'USD': {'price': 5.15400840493e-05, 'volume_24h': 99.7671172284267, 'percent_change_1h': -0.273469, 'percent_change_24h': 17.6676, 'percent_change_7d': -6.90346, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2329,Hyper Pay,HPY,hyper-pay,,2650000000,,2017-12-31T00:00:00.000Z,1,1922,2018-10-04T07:42:31.000Z,"{'USD': {'price': 0.00434432857581, 'volume_24h': 92.6905944933883, 'percent_change_1h': -0.0494214, 'percent_change_24h': 295.099, 'percent_change_7d': 5.59589, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
2192,GOLD Reward Token,GRX,gold-reward-token,,20000000,,2017-11-17T00:00:00.000Z,3,1923,2018-10-04T07:42:26.000Z,"{'USD': {'price': 0.00364782395402, 'volume_24h': 91.9810242604813, 'percent_change_1h': -0.0587506, 'percent_change_24h': 0.994204, 'percent_change_7d': 2.56886, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:26.000Z'}}"
3160,Infinipay,IFP,infinipay,,1629086.4869559,,2018-08-13T00:00:00.000Z,2,1924,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.000470147327828, 'volume_24h': 89.3944174365949, 'percent_change_1h': -0.0146398, 'percent_change_24h': -42.8635, 'percent_change_7d': -53.6522, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
1436,DynamicCoin,DMC,dynamiccoin,,10541442931,,2016-10-24T00:00:00.000Z,3,1925,2018-10-04T07:42:28.000Z,"{'USD': {'price': 0.000142315446814, 'volume_24h': 77.8810188789449, 'percent_change_1h': -0.0564529, 'percent_change_24h': -31.2605, 'percent_change_7d': -22.4519, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:28.000Z'}}"
3019,Luna Stars,LSTR,luna-stars,,38000000000,,2018-07-31T00:00:00.000Z,3,1926,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.000164207763487, 'volume_24h': 76.8048972157194, 'percent_change_1h': -0.058775, 'percent_change_24h': 1.83368, 'percent_change_7d': -27.5679, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
1598,ZSEcoin,ZSE,zsecoin,,7117418.7302936,,2017-03-30T00:00:00.000Z,1,1927,2018-10-04T07:42:24.000Z,"{'USD': {'price': 0.0124141069196, 'volume_24h': 70.2760818703421, 'percent_change_1h': -0.0587138, 'percent_change_24h': -1.80031, 'percent_change_7d': 79.3901, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:24.000Z'}}"
2671,Cropcoin,CROP,cropcoin,,46414874.999385,100000000,2018-04-24T00:00:00.000Z,2,1928,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.000517227994106, 'volume_24h': 62.8532144819253, 'percent_change_1h': -0.0587415, 'percent_change_24h': 14.5604, 'percent_change_7d': -2.29249, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
1565,MarxCoin,MARX,marxcoin,,49312080,,2017-03-06T00:00:00.000Z,2,1929,2018-10-04T07:42:31.000Z,"{'USD': {'price': 0.000788197264737, 'volume_24h': 60.9576181630851, 'percent_change_1h': -0.058737, 'percent_change_24h': 1.83671, 'percent_change_7d': 0.820093, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
3008,Vivid Coin,VIVID,vivid-coin,,3301289.4241964,,2018-08-01T00:00:00.000Z,1,1930,2018-10-04T07:42:48.000Z,"{'USD': {'price': 0.0893290233369, 'volume_24h': 52.5386023431549, 'percent_change_1h': -0.0587481, 'percent_change_24h': 16.8772, 'percent_change_7d': 2.51949, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
71,GrandCoin,GDC,grandcoin,,,1420609614,2013-12-17T00:00:00.000Z,1,1931,2018-10-04T07:43:08.000Z,"{'USD': {'price': 6.56499279645e-05, 'volume_24h': 49.2047194514613, 'percent_change_1h': -0.109231, 'percent_change_24h': -49.1074, 'percent_change_7d': 1.44532, 'market_cap': 0, 'last_updated': '2018-10-04T07:43:08.000Z'}}"
3191,Rentledger,RTL,rentledger,,10000000000,,2018-08-20T00:00:00.000Z,1,1932,2018-10-04T07:42:46.000Z,"{'USD': {'price': 0.000394098632369, 'volume_24h': 48.9273452085514, 'percent_change_1h': -0.0587581, 'percent_change_24h': 1.83667, 'percent_change_7d': 21.6176, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
2981,Consentium,CSM,consentium,,240000000,,2018-07-27T00:00:00.000Z,3,1933,2018-10-04T07:42:48.000Z,"{'USD': {'price': 1.36261423021, 'volume_24h': 43.0609629437016, 'percent_change_1h': 0.465054, 'percent_change_24h': 4.46807, 'percent_change_7d': -11.0816, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
3226,Adenz,DNZ,adenz,,3552368.35912565,,2018-08-28T00:00:00.000Z,1,1934,2018-10-04T07:42:51.000Z,"{'USD': {'price': 0.00204274457778, 'volume_24h': 37.5960341285868, 'percent_change_1h': -0.0587307, 'percent_change_24h': -3.23499, 'percent_change_7d': -50.0355, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:51.000Z'}}"
2716,Galaxy eSolutions,GES,galaxy-esolutions,,299999999.999505,,2018-07-30T00:00:00.000Z,1,1935,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.000837329433491, 'volume_24h': 36.5062325162695, 'percent_change_1h': -0.16036, 'percent_change_24h': -70.9646, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
411,SHACoin,SHA,shacoin,,,,2014-06-25T00:00:00.000Z,1,1936,2018-10-04T07:42:15.000Z,"{'USD': {'price': 0.000328415526974, 'volume_24h': 36.1257079671141, 'percent_change_1h': -0.0587243, 'percent_change_24h': 1.83669, 'percent_change_7d': 26.3155, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:15.000Z'}}"
2954,wys Token,WYS,wys-token,,102340100,,2018-07-23T00:00:00.000Z,1,1937,2018-10-04T07:42:46.000Z,"{'USD': {'price': 0.0257420128071, 'volume_24h': 35.6531362359734, 'percent_change_1h': -0.27346, 'percent_change_24h': None, 'percent_change_7d': 7.24222, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:46.000Z'}}"
1945,Cyder,CYDER,cyder,,80000000.00099,,2017-09-06T00:00:00.000Z,1,1938,2018-10-04T07:42:37.000Z,"{'USD': {'price': 0.000656831053948, 'volume_24h': 30.9338525842912, 'percent_change_1h': -0.0587496, 'percent_change_24h': 45.481, 'percent_change_7d': -32.3419, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:37.000Z'}}"
1679,Halloween Coin,HALLO,halloween-coin,,264678458.288619,1500000000,2017-05-17T00:00:00.000Z,1,1939,2018-10-04T07:42:26.000Z,"{'USD': {'price': 6.56831053948e-05, 'volume_24h': 29.8291941177623, 'percent_change_1h': -0.0587496, 'percent_change_24h': None, 'percent_change_7d': 1.49969, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:26.000Z'}}"
2917,Saifu,SFU,saifu,,82382072.2057725,,2018-07-10T00:00:00.000Z,1,1940,2018-10-04T07:42:42.000Z,"{'USD': {'price': 0.0499191601, 'volume_24h': 28.1373286890042, 'percent_change_1h': -0.0587403, 'percent_change_24h': None, 'percent_change_7d': -13.9, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:42.000Z'}}"
3031,Orbis Token,OBT,orbis-token,,68960126,,2018-08-20T00:00:00.000Z,1,1941,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.0100356457897, 'volume_24h': 27.7886413221719, 'percent_change_1h': -0.240767, 'percent_change_24h': 2.29636, 'percent_change_7d': 25.0975, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
2054,Akuya Coin,AKY,akuya-coin,,5202901.10638005,,2017-10-16T00:00:00.000Z,1,1942,2018-10-04T07:42:38.000Z,"{'USD': {'price': 0.000788197264737, 'volume_24h': 23.1970395998433, 'percent_change_1h': -0.058737, 'percent_change_24h': 74.5772, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
3049,ARLIZE,ARLIZE,arlize,,136529857.436248,,2018-08-03T00:00:00.000Z,1,1943,2018-10-04T07:42:49.000Z,"{'USD': {'price': 0.000197049316184, 'volume_24h': 19.9019809346101, 'percent_change_1h': -0.0588426, 'percent_change_24h': 1.83676, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
3163,Mero,MERO,mero,,2141498.1825112,,2018-08-13T00:00:00.000Z,1,1944,2018-10-04T07:42:47.000Z,"{'USD': {'price': 0.000328415526974, 'volume_24h': 18.8209027029179, 'percent_change_1h': -0.0587243, 'percent_change_24h': -78.784, 'percent_change_7d': -81.3562, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:47.000Z'}}"
572,RabbitCoin,RBBT,rabbitcoin,,130615575431.574,,2014-08-30T00:00:00.000Z,2,1945,2018-10-04T07:42:18.000Z,"{'USD': {'price': 2.22e-06, 'volume_24h': 17.0819, 'percent_change_1h': 2.84217e-14, 'percent_change_24h': 13.2653, 'percent_change_7d': -4.97875, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:18.000Z'}}"
3190,Defense,DFS,defense,,798366.8041249,,2018-08-20T00:00:00.000Z,1,1946,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.0183912695105, 'volume_24h': 16.3097062174657, 'percent_change_1h': 39.3551, 'percent_change_24h': 2.56939, 'percent_change_7d': 22.1974, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2004,HODL Bucks,HDLB,hodl-bucks,,,2000000,2017-09-29T00:00:00.000Z,1,1947,2018-10-04T07:42:34.000Z,"{'USD': {'price': 0.0133336703951, 'volume_24h': 16.1166287964626, 'percent_change_1h': -0.0588109, 'percent_change_24h': None, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:34.000Z'}}"
1435,Cubits,QBT,cubits,,73335366.176889,300000000,2016-10-24T00:00:00.000Z,1,1948,2018-10-04T07:42:27.000Z,"{'USD': {'price': 0.00137934521329, 'volume_24h': 15.7585043251551, 'percent_change_1h': -0.0586736, 'percent_change_24h': 6.92852, 'percent_change_7d': 6.03233, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:27.000Z'}}"
2119,BTCMoon,BTCM,btcmoon,,21000000,,2017-10-29T00:00:00.000Z,2,1949,2018-10-04T07:42:35.000Z,"{'USD': {'price': 0.00150809745013, 'volume_24h': 14.8449983838073, 'percent_change_1h': -0.0584865, 'percent_change_24h': 2.3856, 'percent_change_7d': 15.2345, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
2853,MIRQ,MRQ,mirq,,2085843.59056555,,2018-06-08T00:00:00.000Z,1,1950,2018-10-04T07:42:45.000Z,"{'USD': {'price': 0.000656831053948, 'volume_24h': 14.8202104364289, 'percent_change_1h': -0.0587496, 'percent_change_24h': 103.673, 'percent_change_7d': 101.96, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:45.000Z'}}"
1323,First Bitcoin,BIT,first-bitcoin,,20707629255.2086,,2016-07-25T00:00:00.000Z,1,1951,2018-10-04T07:42:31.000Z,"{'USD': {'price': 0.00853880370132, 'volume_24h': 14.2262774048874, 'percent_change_1h': -0.0587321, 'percent_change_24h': 1.83671, 'percent_change_7d': -10.9282, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
2018,EncryptoTel [ETH],ETT,encryptotel-eth,,77663987,,2017-10-04T00:00:00.000Z,3,1952,2018-10-04T07:42:25.000Z,"{'USD': {'price': 0.024631164523, 'volume_24h': 12.931361374592, 'percent_change_1h': -0.0588426, 'percent_change_24h': 1.83666, 'percent_change_7d': 25.1373, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:25.000Z'}}"
385,Donationcoin,DON,donationcoin,,,,2014-06-15T00:00:00.000Z,1,1953,2018-10-04T07:42:13.000Z,"{'USD': {'price': 0.000197049316184, 'volume_24h': 12.0456119274278, 'percent_change_1h': -0.0588426, 'percent_change_24h': -23.6225, 'percent_change_7d': -23.9464, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:13.000Z'}}"
3269,Crypto Improvement Fund,CIF,crypto-improvement-fund,,209800899.999999,,2018-09-12T00:00:00.000Z,2,1954,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.000985246580921, 'volume_24h': 9.64359353405761, 'percent_change_1h': -0.0587412, 'percent_change_24h': 51.9449, 'percent_change_7d': 26.7538, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
1742,Huncoin,HNC,huncoin,,44798592.769404,,2017-06-24T00:00:00.000Z,1,1955,2018-10-04T07:42:30.000Z,"{'USD': {'price': 0.000197049316184, 'volume_24h': 9.45902400789836, 'percent_change_1h': -0.0588426, 'percent_change_24h': None, 'percent_change_7d': -39.1577, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:30.000Z'}}"
70,BetaCoin,BET,betacoin,,,,2013-12-15T00:00:00.000Z,1,1956,2018-10-04T07:43:06.000Z,"{'USD': {'price': 0.00118169870336, 'volume_24h': 9.03480873639672, 'percent_change_1h': -0.109296, 'percent_change_24h': None, 'percent_change_7d': -34.8445, 'market_cap': 0, 'last_updated': '2018-10-04T07:43:06.000Z'}}"
2101,Ethereum Lite,ELITE,ethereum-lite,,1000000,,2017-10-27T00:00:00.000Z,1,1957,2018-10-04T07:42:27.000Z,"{'USD': {'price': 0.201515767351, 'volume_24h': 6.99275476653618, 'percent_change_1h': -0.0588025, 'percent_change_24h': 1.8367, 'percent_change_7d': 4.32798, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:27.000Z'}}"
2194,BitSerial,BTE,bitserial,,28000000,,2017-11-19T00:00:00.000Z,2,1958,2018-10-04T07:42:34.000Z,"{'USD': {'price': 0.00104492839534, 'volume_24h': 6.7383014814554, 'percent_change_1h': -0.273426, 'percent_change_24h': 1.69842, 'percent_change_7d': 83.6996, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:34.000Z'}}"
1913,Protean,PRN,protean,,,,2017-08-24T00:00:00.000Z,2,1959,2018-10-04T07:42:35.000Z,"{'USD': {'price': 6.56831053948e-05, 'volume_24h': 6.56831053947529, 'percent_change_1h': -0.0587496, 'percent_change_24h': None, 'percent_change_7d': 2933.91, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:35.000Z'}}"
1623,BlazerCoin,BLAZR,blazercoin,,,,2017-04-17T00:00:00.000Z,2,1960,2018-10-04T07:42:30.000Z,"{'USD': {'price': 0.000504921807132, 'volume_24h': 6.30433013889377, 'percent_change_1h': -0.0587586, 'percent_change_24h': 56.5686, 'percent_change_7d': -13.6162, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:30.000Z'}}"
1741,Bitok,BITOK,bitok,,2000000000.0048,,2017-06-24T00:00:00.000Z,1,1961,2018-10-04T07:42:31.000Z,"{'USD': {'price': 6.56831053948e-05, 'volume_24h': 4.47019510385069, 'percent_change_1h': -0.0587496, 'percent_change_24h': 1.83669, 'percent_change_7d': None, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
1146,AvatarCoin,AV,avatarcoin,,,,2016-01-05T00:00:00.000Z,1,1962,2018-10-04T07:42:29.000Z,"{'USD': {'price': 0.0494593783622, 'volume_24h': 4.431310705457, 'percent_change_1h': -0.0587779, 'percent_change_24h': -5.67892, 'percent_change_7d': -55.8582, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:29.000Z'}}"
1393,Tellurion,TELL,tellurion,,,,2016-09-19T00:00:00.000Z,3,1963,2018-10-04T07:42:29.000Z,"{'USD': {'price': 0.000396639963828, 'volume_24h': 3.99821948781783, 'percent_change_1h': -0.055906, 'percent_change_24h': 205.093, 'percent_change_7d': 58.6015, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:29.000Z'}}"
1783,UniversalRoyalCoin,UNRC,universalroyalcoin,,,,2017-07-05T00:00:00.000Z,2,1964,2018-10-04T07:42:24.000Z,"{'USD': {'price': 0.000302112068583, 'volume_24h': 3.21485452947407, 'percent_change_1h': -0.0213224, 'percent_change_24h': -9.23489, 'percent_change_7d': 18.0597, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:24.000Z'}}"
1020,Axiom,AXIOM,axiom,,,,2015-07-30T00:00:00.000Z,1,1965,2018-10-04T07:42:25.000Z,"{'USD': {'price': 0.007487874015, 'volume_24h': 2.59080440919063, 'percent_change_1h': -0.0587403, 'percent_change_24h': 1.67553, 'percent_change_7d': 0.323314, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:25.000Z'}}"
3145,Ferron,FRRN,ferron,,1549521.75318424,,2018-08-10T00:00:00.000Z,1,1966,2018-10-04T07:42:48.000Z,"{'USD': {'price': 0.00013136621079, 'volume_24h': 1.22123152832145, 'percent_change_1h': -0.0588003, 'percent_change_24h': -3.01265, 'percent_change_7d': -23.0946, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:48.000Z'}}"
2385,Cloud,CLD,cloud,,60000000,,2018-01-12T00:00:00.000Z,3,1967,2018-10-04T07:42:38.000Z,"{'USD': {'price': 0.0221455296099, 'volume_24h': 1.01168444110488, 'percent_change_1h': 4.92511, 'percent_change_24h': 39.9294, 'percent_change_7d': 48.0535, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:38.000Z'}}"
3290,Elliot Coin,ELLI,elliot-coin,,12100035,,2018-09-14T00:00:00.000Z,2,1968,2018-10-04T07:42:49.000Z,"{'USD': {'price': 0.00532033153697, 'volume_24h': 0.863732835941, 'percent_change_1h': -0.0587049, 'percent_change_24h': 6.24445, 'percent_change_7d': 79.7276, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:49.000Z'}}"
3293,Olympic,OLMP,olympic,,32601590,,2018-09-14T00:00:00.000Z,2,1969,2018-10-04T07:42:50.000Z,"{'USD': {'price': 0.000656831053948, 'volume_24h': 0.784519010834928, 'percent_change_1h': 11.0459, 'percent_change_24h': 13.1413, 'percent_change_7d': -6.14755, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:50.000Z'}}"
2129,Bitbase,BTBc,bitbase,,20257950,100000000,2017-11-01T00:00:00.000Z,1,1970,2018-10-04T07:42:31.000Z,"{'USD': {'price': 0.000197049316184, 'volume_24h': 0.779789827246506, 'percent_change_1h': -0.0588426, 'percent_change_24h': 1.67146, 'percent_change_7d': 52.0148, 'market_cap': 0, 'last_updated': '2018-10-04T07:42:31.000Z'}}"
